-597.299316,1293.920654,127.012344,-600.330078,1154.598511,152.546021,-596.296509,1015.158997,164.611526,-581.481323,875.076782,154.777939,-576.805298,751.687988,162.319199,-584.061096,617.588013,163.62178,-572.756714,420.946075,180.136429
-597.307983,1293.916504,127.022835,-600.326233,1154.59668,152.536301,-596.304565,1015.154236,164.62645,-581.472717,875.073975,154.774551,-576.805115,751.678772,162.335632,-584.053284,617.589111,163.596939,-572.763306,420.932312,180.127502
-597.295227,1293.916748,127.016174,-600.32666,1154.593262,152.540421,-596.31958,1015.151855,164.639984,-581.478149,875.070618,154.77562,-576.812134,751.677002,162.333786,-584.058533,617.587402,163.600815,-572.765381,420.934753,180.133057
-597.28656,1293.931274,126.986862,-600.328308,1154.596802,152.540726,-596.320862,1015.163635,164.645416,-581.479431,875.07959,154.776657,-576.81366,751.685608,162.337006,-584.059204,617.59491,163.604584,-572.760498,420.940369,180.121933
-597.309814,1293.919312,127.023071,-600.327942,1154.596802,152.539597,-596.310913,1015.151489,164.634277,-581.470459,875.069885,154.775848,-576.811707,751.671631,162.312637,-584.054199,617.582092,163.600403,-572.769836,420.936096,180.125778
-597.309875,1293.916138,127.026382,-600.327271,1154.594849,152.544205,-596.315552,1015.158203,164.645142,-581.479309,875.078003,154.777405,-576.813416,751.683105,162.337433,-584.065308,617.592712,163.603745,-572.762512,420.943634,180.134979
-597.305664,1293.915161,127.024666,-600.330933,1154.596069,152.541153,-596.311523,1015.156372,164.638443,-581.473633,875.075317,154.775955,-576.808777,751.678162,162.335953,-584.064819,617.590027,163.601715,-572.767883,420.938263,180.131729
-597.288757,1293.917847,127.013626,-600.326477,1154.598267,152.539505,-596.312744,1015.158325,164.63858,-581.46521,875.071899,154.771133,-576.809204,751.668884,162.328079,-584.058289,617.588806,163.595322,-572.77832,420.92395,180.116211
-597.282959,1293.928345,126.984375,-600.326843,1154.595337,152.542419,-596.324951,1015.162354,164.643143,-581.478638,875.078674,154.77655,-576.820557,751.68103,162.334671,-584.068359,617.594116,163.600922,-572.77478,420.940521,180.134247
-597.305908,1293.915771,127.026138,-600.319885,1154.597412,152.541595,-596.311707,1015.151489,164.637314,-581.469116,875.071106,154.770218,-576.810486,751.672791,162.335846,-584.0578,617.589966,163.598358,-572.772705,420.944214,180.134735
-597.311768,1293.914551,127.026245,-600.323669,1154.597046,152.539444,-596.313538,1015.152222,164.641251,-581.473022,875.071045,154.773758,-576.815674,751.677063,162.33934,-584.065857,617.589722,163.594818,-572.785583,420.91806,180.13472
-597.313782,1293.914429,127.026779,-600.328674,1154.596313,152.542542,-596.31604,1015.155701,164.639587,-581.481201,875.077209,154.780975,-576.812988,751.682861,162.337692,-584.06897,617.594543,163.59819,-572.771301,420.925842,180.122681
-597.291565,1293.920166,127.015305,-600.326721,1154.593506,152.542694,-596.308594,1015.151978,164.633514,-581.472107,875.072388,154.775223,-576.804871,751.679016,162.338425,-584.063843,617.589355,163.595474,-572.763306,420.935242,180.132416
-597.311707,1293.915527,127.025932,-600.327332,1154.590454,152.541153,-596.315002,1015.151123,164.635239,-581.476135,875.071838,154.774918,-576.80719,751.68103,162.338211,-584.061584,617.590698,163.593246,-572.770081,420.936493,180.132507
-597.298035,1293.920044,127.020523,-600.32428,1154.596069,152.543869,-596.315674,1015.158325,164.632263,-581.478821,875.078064,154.780945,-576.80896,751.685425,162.340454,-584.062073,617.592163,163.594849,-572.766113,420.932526,180.137726
