-699.702209,160.069336,-493.657928
-699.675964,160.046112,-493.642639
-699.656555,160.035965,-493.626221
-699.70343,160.05188,-493.641113
-699.640686,160.020035,-493.625031
-699.640442,160.019913,-493.616425
-699.699951,160.053543,-493.645874
-699.867737,160.07132,-493.781494
-699.817749,159.987091,-493.721832
-699.64209,160.02356,-493.702209
-699.543274,160.089905,-493.685455
-699.545227,160.103729,-493.672302
-699.595703,160.092346,-493.686035
-699.555603,159.96077,-493.5737
-699.662231,159.985764,-493.598236
-699.636108,160.005356,-493.613037
-699.684021,160.03595,-493.625153
-699.853088,160.002151,-493.723694
-699.710754,159.997696,-493.709869
-699.832947,160.029633,-493.773712
-699.737427,160.091461,-493.762787
-699.850098,160.070114,-493.81015
-699.849609,160.061401,-493.804932
-699.852234,160.069595,-493.791504
-699.853027,160.077286,-493.79364
-699.749023,160.076599,-493.730469
-699.667542,160.081879,-493.668243
-699.68573,160.07045,-493.652985
-699.717163,160.05751,-493.657928
-699.729126,160.0578,-493.661377
-699.726807,160.058533,-493.661438
-699.874207,160.070206,-493.780457
-699.762329,160.09581,-493.766327
-699.852417,160.065979,-493.7966
-699.736084,160.101349,-493.763672
-699.837708,160.068222,-493.788879
-699.844177,160.06427,-493.790588
-699.738403,160.089081,-493.734192
-699.84552,160.066284,-493.788025
-699.811218,159.981033,-493.709595
-699.670715,160.022552,-493.69397
-699.851013,160.048462,-493.775208
-699.826721,159.993164,-493.7323
-699.682495,160.032364,-493.69986
-699.819702,159.971298,-493.714508
-699.673523,159.9729,-493.688782
-699.576111,160.055313,-493.667542
-699.837891,160.071915,-493.799988
-699.735718,160.12793,-493.786407
-699.630432,160.152527,-493.739014
-699.834045,160.064255,-493.794922
-699.790771,159.970917,-493.713623
-699.623535,160.007095,-493.69754
-699.624023,160.089813,-493.685669
-699.674194,160.096725,-493.686462
-699.644592,159.976685,-493.593658
-699.674561,159.978775,-493.608124
-699.704041,160.026169,-493.643097
-699.714661,160.057724,-493.672882
-699.714966,160.058899,-493.677277
-699.701233,160.052109,-493.670685
-699.684021,160.041199,-493.668427
-699.843079,160.057053,-493.778778
-699.734253,160.078369,-493.747955
-699.644104,160.115509,-493.710754
-699.809204,159.978424,-493.716095
-699.669434,160.033371,-493.723999
-699.837769,160.048248,-493.786438
-699.825623,159.995041,-493.724274
-699.694336,160.034821,-493.704346
-699.65094,160.07341,-493.675415
-699.868652,160.080002,-493.790955
-699.761475,160.106247,-493.780945
-699.657043,160.130554,-493.714111
-699.839783,160.070999,-493.78186
-699.718506,160.096573,-493.765717
-699.615967,160.136581,-493.715729
-699.5495,160.13089,-493.70874
-699.628235,160.12645,-493.708008
-699.679138,160.088699,-493.694794
-699.672791,160.03891,-493.650574
-699.716858,160.041428,-493.641632
-699.722351,160.046799,-493.653992
-699.655701,159.960983,-493.593201
-699.653076,159.988083,-493.623444
-699.822876,159.989685,-493.722198
-699.798584,160.015976,-493.747742
-699.838989,160.069702,-493.790314
-699.745789,160.110596,-493.74649
-699.852783,160.082321,-493.796814
-699.743225,160.104385,-493.753326
-699.559265,160.019699,-493.626526
-699.797913,160.009155,-493.73645
-699.84668,160.056625,-493.779602
-699.829407,160.005875,-493.729156
-699.829041,160.021469,-493.741791
-699.741272,160.068604,-493.713318
-699.865662,160.09021,-493.794495
-699.756592,160.112961,-493.760742
-699.644714,160.122925,-493.708038
-699.549255,160.074753,-493.657104
-699.848877,160.069717,-493.774384
-699.844482,160.070068,-493.783386
-699.722778,160.096848,-493.739044
-699.554749,160.091843,-493.671387
-699.645752,160.101639,-493.688171
-699.696228,160.068024,-493.678925
-699.721741,160.050781,-493.659363
-699.872498,160.075974,-493.773987
-699.754456,160.080612,-493.750336
-699.848267,160.06189,-493.787476
-699.841431,160.057892,-493.784515
-699.706726,160.07164,-493.734375
-699.83728,160.061768,-493.777893
-699.733643,160.077988,-493.752869
-699.64563,160.105087,-493.68988
-699.85022,160.061417,-493.780182
-699.847656,160.060516,-493.788147
-699.733459,160.105057,-493.750061
-699.639221,160.110703,-493.700165
-699.853821,160.065338,-493.785889
-699.67041,159.992081,-493.685394
-699.531128,160.065964,-493.675659
-699.584839,160.123596,-493.69928
-699.648926,160.136703,-493.716583
-699.685669,160.108917,-493.699921
-699.704651,160.062256,-493.654022
-699.701294,160.033569,-493.637756
-699.695557,160.039276,-493.639252
-699.664734,160.024094,-493.634796
-699.864624,160.073212,-493.775146
-699.747009,160.079163,-493.746307
-699.853516,160.067322,-493.789551
-699.850037,160.070435,-493.793945
-699.825256,159.983047,-493.717041
-699.811707,160.012253,-493.733215
-699.724243,160.053452,-493.71283
-699.624023,160.063416,-493.63385
-699.647461,160.053253,-493.61911
-699.666016,160.035797,-493.623962
-699.641785,160.017242,-493.616455
-699.661499,160.024124,-493.624359
-699.704346,160.05397,-493.646515
-699.642273,160.030304,-493.634949
-699.865356,160.073624,-493.780396
-699.752075,160.099823,-493.753357
-699.660706,160.108475,-493.705109
-699.848083,160.067993,-493.783264
-699.735962,160.105927,-493.760315
-699.842896,160.062927,-493.784607
-699.727722,160.100677,-493.750549
-699.561584,160.107437,-493.693848
-699.542725,160.092743,-493.685455
-699.653992,160.095261,-493.67215
-699.651733,160.038376,-493.650909
-699.654297,160.017181,-493.611755
-699.654236,160.017181,-493.599091
-699.658325,160.023026,-493.627319
-699.69812,160.052917,-493.650299
-699.714233,160.061646,-493.667908
