-570.028076,968.133362,98.81842,-551.354187,823.557373,136.934753,-540.755554,679.680603,141.449051,-556.607849,535.918823,146.95285,-551.750671,401.106354,161.737122,-565.92627,261.999451,154.444458
-570.020996,968.133301,98.82016,-551.358643,823.562927,136.919876,-540.751404,679.678833,141.452301,-556.595154,535.913208,146.968735,-551.749023,401.106232,161.736755,-565.926147,261.99942,154.44043
-570.02356,968.131592,98.827888,-551.356689,823.55957,136.93454,-540.755493,679.681152,141.449112,-556.591187,535.913208,146.98378,-551.74646,401.108124,161.735565,-565.930664,262.000397,154.442505
-570.027283,968.138184,98.82341,-551.357971,823.565979,136.934814,-540.753113,679.681152,141.454605,-556.595581,535.914062,146.986633,-551.750366,401.106842,161.738861,-565.93103,262.001984,154.446869
-570.020203,968.12854,98.823906,-551.357056,823.559692,136.929871,-540.754333,679.678589,141.454163,-556.597107,535.91748,146.972443,-551.746399,401.099976,161.737915,-565.923767,261.998871,154.442612
-570.024475,968.132874,98.822411,-551.354248,823.561768,136.932373,-540.758301,679.682007,141.449768,-556.606323,535.923828,146.960709,-551.750854,401.107239,161.736023,-565.928589,262.006012,154.44603
-570.034973,968.132507,98.819412,-551.361023,823.56842,136.930878,-540.758362,679.680176,141.452209,-556.601868,535.9151,146.973099,-551.750671,401.110962,161.743835,-565.923462,262.002502,154.449173
-570.026672,968.131958,98.812645,-551.363159,823.559082,136.925644,-540.757996,679.677185,141.449646,-556.605713,535.915588,146.969894,-551.751892,401.102051,161.743698,-565.924927,261.994629,154.44101
-570.032959,968.131714,98.818611,-551.361267,823.564392,136.932419,-540.76178,679.678101,141.449997,-556.598083,535.919434,146.980865,-551.751831,401.109192,161.742554,-565.930786,262.00293,154.450272
-570.027283,968.13501,98.815422,-551.361511,823.565247,136.916397,-540.758972,679.678345,141.450562,-556.603394,535.917908,146.969635,-551.75238,401.104614,161.740448,-565.924194,261.997742,154.443573
-570.036804,968.128174,98.816765,-551.360596,823.560364,136.921326,-540.759033,679.679871,141.449203,-556.60022,535.912964,146.970459,-551.751404,401.108612,161.743759,-565.926575,262.001892,154.444412
-570.024536,968.130432,98.816422,-551.35791,823.562317,136.917648,-540.759827,679.677429,141.44487,-556.59259,535.913025,146.977448,-551.74646,401.101379,161.747192,-565.926819,261.998047,154.44751
-570.022583,968.136414,98.814751,-551.368408,823.569824,136.89119,-540.754272,679.681519,141.445908,-556.601318,535.923645,146.96907,-551.744568,401.113037,161.742218,-565.932312,261.999054,154.443192
-570.028503,968.131836,98.822418,-551.36145,823.562805,136.914474,-540.756714,679.675354,141.446823,-556.602356,535.919861,146.95874,-551.743225,401.106567,161.744675,-565.933105,261.996826,154.445602
-570.031128,968.128906,98.822914,-551.353455,823.55957,136.926422,-540.756409,679.677429,141.449387,-556.60083,535.921631,146.957794,-551.739929,401.108185,161.750092,-565.927795,261.998749,154.442657
-570.03363,968.137024,98.827911,-551.350342,823.565674,136.96257,-540.756104,679.678589,141.451736,-556.607605,535.923828,146.963623,-551.738953,401.114868,161.750931,-565.928772,262.005432,154.443665
-570.027893,968.131104,98.823547,-551.363586,823.560425,136.931213,-540.757446,679.677734,141.449799,-556.605347,535.919556,146.965775,-551.755737,401.10675,161.761078,-565.931152,262.000488,154.44223
-570.027039,968.135925,98.819618,-551.359436,823.566406,136.926605,-540.751953,679.681824,141.452484,-556.596069,535.921448,146.985291,-551.756775,401.112549,161.767731,-565.930969,262.001312,154.441406
-570.024475,968.138367,98.822456,-551.369873,823.56897,136.907227,-540.753052,679.679443,141.448441,-556.599792,535.912781,146.988083,-551.762573,401.110352,161.771835,-565.92688,262.004669,154.449478
-570.035034,968.127014,98.814926,-551.361511,823.561462,136.915558,-540.756653,679.67804,141.446869,-556.59436,535.911926,146.983856,-551.756836,401.112854,161.765244,-565.93103,262.001953,154.44249
